Name,Straße,Straße2,PLZ,Stadt,Telefon,Land,Bankleitzahl (BIC)
DC Bank Deposito-Cassa der Stadt Bern,Schauplatzgasse 21,Postfach,3001,Bern,031 328 85 85,Schweiz,DCBECH22XXX
DC Bank Deposito-Cassa der Stadt Bern,Schauplatzgasse 21,Postfach,3001,Bern,031 328 85 85,Schweiz,DCBECH22XXX
Deutsche Bank (Suisse) S.A.,Place des Bergues 3,Private Banking,1211,Genève 1,022 739 01 11,Schweiz,DEUTCHGGXXX
Deutsche Bank (Suisse) S.A.,Place des Bergues 3,Private Banking,1211,Genève 1,022 739 01 11,Schweiz,DEUTCHGGXXX
Deutsche Bank AG Zürich Branch,Postfach 3604 / Uraniastrasse 9,Investment Banking,8021,Zürich,044 227 30 00,Schweiz,DEUTCHZZXXX
Deutsche Bank AG Zürich Branch,Postfach 3604 / Uraniastrasse 9,Investment Banking,8021,Zürich,044 227 30 00,Schweiz,DEUTCHZZXXX
Deutsche Bank AG Zürich Branch,Postfach 3604 / Uraniastrasse 9,Kommerzielles Geschäft,8021,Zürich,044 227 30 00,Schweiz,DEUTCHZZXXX
Deutsche Bank AG Zürich Branch,Postfach 3604 / Uraniastrasse 9,Hausinternes Clearing,8021,Zürich,044 227 30 00,Schweiz,DEUTCHZZXXX
"Dreyfus Söhne & Cie AG, Banquiers",Aeschenvorstadt 16,Postfach 2656,4002,Basel,061 286 66 66,Schweiz,DREYCHBBXXX
"Dreyfus Söhne & Cie AG, Banquiers",Aeschenvorstadt 16,Postfach 2656,4002,Basel,061 286 66 66,Schweiz,DREYCHBBXXX
Dukascopy Bank SA,Route de Pré-Bois 20,,1215,Genève 15,022 799 48 88,Schweiz,DUBACHGGXXX
Dukascopy Bank SA,Route de Pré-Bois 20,,1215,Genève 15,022 799 48 88,Schweiz,DUBACHGGXXX
DZ PRIVATBANK (SCHWEIZ) AG,Münsterhof 12,Postfach 5178,8022,Zürich,044 214 91 11,Schweiz,GENOCHZZXXX
DZ PRIVATBANK (SCHWEIZ) AG,Münsterhof 12,Postfach 5178,8022,Zürich,044 214 91 11,Schweiz,GENOCHZZXXX
E. Gutzwiller & Cie Banquiers,,Postfach 1216,4001,Basel,061 205 21 00,Schweiz,GUTZCHBBXXX
Edmond de Rothschild (Suisse) S.A,,Case postale 5478,1211,Genève 11,022 818 91 11,Schweiz,PRIBCHGGXXX
Edmond de Rothschild (Suisse) S.A,,Case postale 5478,1211,Genève 11,022 818 91 11,Schweiz,PRIBCHGGXXX
EDMOND DE ROTHSCHILD (SUISSE) S.A.,Via Ginevra 2,Casella postale 5882,6901,Lugano,091 913 45 00,Schweiz,SOLBCH22XXX
EFG Bank AG,Bleicherweg 8,Postfach 6012,8022,Zürich,044 226 17 17,Schweiz,EFGBCHZZXXX
EFG Bank AG,Bleicherweg 8,Postfach 6012,8022,Zürich,044 226 17 17,Schweiz,EFGBCHZZXXX
EFG Bank European Financial Group SA,"24, Quai du Seujet",Case postale,1211,Genève 2,022 906 72 72,Schweiz,EFGBCHGGXXX
EFG Bank European Financial Group SA,"24, Quai du Seujet",Case postale,1211,Genève 2,022 906 72 72,Schweiz,EFGBCHGGXXX
"EFG Bank SA, succursale di Lugano",Via Magatti 2,Casella postale 5886,6901,Lugano,091 809 31 11,Schweiz,BSILCH22XXX
"EFG Bank SA, succursale di Lugano",Avenue de Rumine 3,Case postale 5411,1005,Lausanne,021 341 74 11,Schweiz,BSILCH22XXX
"EFG Bank SA, succursale di Lugano",,Case postale,1211,Genève 11,022 705 12 12,Schweiz,BSILCH22XXX
"EFG Bank SA, succursale di Lugano",,Casella postale,6501,Bellinzona,091 821 65 11,Schweiz,BSILCH22XXX
"EFG Bank SA, succursale di Lugano",,Casella postale 35,6830,Chiasso 1,091 697 61 11,Schweiz,BSILCH22XXX
"EFG Bank SA, succursale di Lugano",,Casella postale 1982,6601,Locarno,091 756 63 11,Schweiz,BSILCH22XXX
"EFG Bank SA, succursale di Lugano",Schützengasse 31,Postfach 3980,8021,Zürich,058 809 81 11,Schweiz,BSILCH2280A
"EFG Bank SA, succursale di Lugano",,Postfach,7500,St. Moritz 1,082 833 21 01,Schweiz,BSILCH22XXX
Entris Banking AG,Mattenstrasse 8,Abteilung Giroorganisation,3073,Gümligen,031 660 11 11,Schweiz,RBABCH22XXX
Ersparniskasse Affoltern i. E. AG,,Postfach,3462,Weier im Emmental,034 435 15 45,Schweiz,RBABCH22387
Ersparniskasse Affoltern i. E. AG,,Postfach,3462,Weier im Emmental,034 435 15 45,Schweiz,RBABCH22387
Ersparniskasse Rüeggisberg Genossenschaft,Dorfstrasse 19,Postfach,3088,Rüeggisberg,031 808 17 77,Schweiz,EKRUCH21XXX
Ersparniskasse Rüeggisberg Genossenschaft,Dorfstrasse 19,Postfach,3088,Rüeggisberg,031 808 17 77,Schweiz,EKRUCH21XXX
Ersparniskasse Schaffhausen AG,Münsterplatz 34,Postfach 372,8201,Schaffhausen,052 632 15 15,Schweiz,RBABCH22835
Ersparniskasse Schaffhausen AG,Münsterplatz 34,Postfach 372,8201,Schaffhausen,052 632 15 15,Schweiz,RBABCH22835
Ersparniskasse Schaffhausen AG,Schaffhauserstrasse 26,,8451,Kleinandelfingen,052 304 33 33,Schweiz,RBABCH22835
F. van Lanschot Bankiers (Schweiz) AG,Mittelstrasse 10,Postfach 365,8034,Zürich,043 377 11 11,Schweiz,FVLBCHZZXXX
F. van Lanschot Bankiers (Schweiz) AG,Mittelstrasse 10,Postfach 365,8034,Zürich,043 377 11 11,Schweiz,FVLBCHZZXXX
FAB Private Bank (Suisse) SA,Quai de l'Ile 5,Case postale 5055,1211,Genève 11,022 707 50 00,Schweiz,NBPSCHGGXXX
FAB Private Bank (Suisse) SA,Quai de l'Ile 5,Case postale 5055,1211,Genève 11,022 707 50 00,Schweiz,NBPSCHGGXXX
Falcon Private AG,Pelikanstrasse 37,Postfach 1376,8021,Zürich,044 227 55 55,Schweiz,UEBECHZZXXX
Falcon Private AG,Pelikanstrasse 37,Postfach 1376,8021,Zürich,044 227 55 55,Schweiz,UEBECHZZXXX
Fidurhône SA,Rue Muzy 8,,1207,Genéve,022 787 08 00,Schweiz,FIDHCHGGXXX
Fidurhône SA,Rue Muzy 8,,1207,Genéve,022 787 08 00,Schweiz,FIDHCHGGXXX
Flowbank SA,Esplanade de Pont-Rouge 6,,1212,Grand-Lancy,,Schweiz,FLOKCHGGXXX
Frankfurter Bankgesellschaft (Schweiz) AG,Börsenstrasse 16,Postfach,8022,Zürich,044 265 44 44,Schweiz,FBGSCHZZXXX
Frankfurter Bankgesellschaft (Schweiz) AG,Börsenstrasse 16,Postfach,8022,Zürich,044 265 44 44,Schweiz,FBGSCHZZXXX
Freiburger Kantonalbank,,Postfach,3210,Kerzers,0848 352 352,Schweiz,BEFRCH22XXX
Freiburger Kantonalbank,,Postfach,3280,Murten/Morat,0848 352 352,Schweiz,BEFRCH22XXX
Freiburger Kantonalbank,,Postfach,1712,Tafers/Tavel,0848 352 352,Schweiz,BEFRCH22XXX
Freiburger Kantonalbank,Guin,Postfach,3186,Düdingen,0848 352 352,Schweiz,BEFRCH22XXX
Freiburger Kantonalbank,,Postfach,3175,Flamatt,0848 352 352,Schweiz,BEFRCH22XXX
Freie Gemeinschaftsbank Genossenschaft,Meret Oppenheim-Strasse 10,Postfach,4002,Basel,061 575 81 00,Schweiz,FRGGCHB1XXX
Freie Gemeinschaftsbank Genossenschaft,Meret Oppenheim-Strasse 10,Postfach,4002,Basel,061 575 81 00,Schweiz,FRGGCHB1XXX
Gazprombank (Schweiz) AG,Zollikerstrasse 183,Postfach 1721,8032,Zürich,044 386 86 86,Schweiz,RKBZCHZZXXX
Gazprombank (Schweiz) AG,Zollikerstrasse 183,Postfach 1721,8032,Zürich,044 386 86 86,Schweiz,RKBZCHZZXXX
Glarner Kantonalbank,,Postfach 365,8750,Glarus,0844 773 773,Schweiz,GLKBCH22XXX
Glarner Kantonalbank,,Postfach 365,8750,Glarus,0844 773 773,Schweiz,GLKBCH22XXX
Glarner Kantonalbank,,Postfach,8865,Bilten,0844 773 773,Schweiz,GLKBCH22XXX
Glarner Kantonalbank,,Postfach,8783,Linthal,0844 773 773,Schweiz,GLKBCH22XXX
Glarner Kantonalbank,,Postfach,8754,Netstal,0844 773 773,Schweiz,GLKBCH22XXX
Glarner Kantonalbank,,Postfach,8867,Niederurnen,0844 773 773,Schweiz,GLKBCH22XXX
Glarner Kantonalbank,,Postfach,8762,Schwanden GL,0844 773 773,Schweiz,GLKBCH22XXX
Glarner Kantonalbank,,Postfach,8752,Näfels-Mollis,0844 773 773,Schweiz,GLKBCH22XXX
Globalance Bank AG,Gartenstrasse 16,,8002,Zürich,044 215 55 00,Schweiz,GLBNCHZZXXX
Globalance Bank AG,Gartenstrasse 16,,8002,Zürich,044 215 55 00,Schweiz,GLBNCHZZXXX
Goldman Sachs Bank AG,Claridenstrasse 22,Postfach,8022,Zürich,044 224 10 00,Schweiz,GOLDCHZZXXX
Gonet & Cie SA,Boulevard du Théâtre 6,Case postale 5009,1211,Genève 11,022 317 17 17,Schweiz,GONECHGGXXX
Gonet & Cie SA,Boulevard du Théâtre 6,Case postale 5009,1211,Genève 11,022 317 17 17,Schweiz,GONECHGGXXX
Gonet & Cie SA (ex Mourgue d'Algue),,Case postale 3485,1211,Genève 3,022 319 76 76,Schweiz,MOALCHGGXXX
Graubündner Kantonalbank,,Postfach,7001,Chur,081 256 91 11,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,,Postfach,7001,Chur,081 256 91 11,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Center,Postfach,7492,Alvaneu Dorf,081 404 19 33,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Vei Granda,Postfach,7440,Andeer,081 661 17 85,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,,Postfach,7546,Ardez,081 862 23 55,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Plazzet 6,Postfach,7503,Samedan,081 851 08 80,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Haus Hotel Silvretta,Postfach,7563,Samnaun Dorf,081 868 52 12,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,,Postfach,7460,Savognin,081 659 13 13,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Bahnhofstrasse 122,Postfach,7220,Schiers,081 300 22 22,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Stradun,Postfach,7550,Scuol,081 861 15 15,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Via Alpsu 58,Postfach,7188,Sedrun,081 949 11 45,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Motta 132 A,Postfach,7212,Seewis Dorf,081 325 19 20,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Haus 76,Postfach,7545,Guarda,081 862 21 88,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Unterdorfstrasse 8,Postfach,7206,Igis,081 300 04 10,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Via Centrala 4,Postfach,7130,Ilanz,081 926 21 21,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Hauptstrasse 60 A,Postfach,7233,Jenaz,081 332 31 51,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Alte Bahnhofstrasse 6,Postfach,7250,Klosters,081 410 26 26,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Landstrasse 41,Postfach,7252,Klosters Dorf,081 420 20 41,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Hauptstrasse 14 D,Postfach,7240,Küblis,081 332 11 14,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,"Via Falera, Dorf",Postfach,7031,Laax GR,081 921 53 54,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,"Via Sigmina, Murschetg",Postfach,7032,Laax GR,081 921 44 14,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Pradé 135,Postfach,7554,Sent,081 864 00 25,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Serneuserstrasse 64,Postfach,7249,Serneus,081 422 48 10,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Hauptstrasse,Postfach,7514,Sils/Segl Maria,081 838 50 10,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Via dal Farrer 2,Postfach,7513,Silvaplana,081 838 60 70,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,,Postfach,7435,Splügen,081 664 14 24,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Via Maistra,Postfach,7558,Strada,081 866 35 33,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Surpunt,Postfach,7542,Susch,081 861 30 30,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Dorfplatz 8,Postfach,7015,Tamins,081 641 26 20,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Hauptstrasse 51,Postfach,7408,Cazis,081 651 10 35,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Hauptstrasse,Postfach,7505,Celerina/Schlarigna,081 837 30 00,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Lacuna,Postfach,7006,Chur,081 256 86 86,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Ringstrasse,Postfach,7004,Chur,081 256 89 89,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Haus Tälligrad,Postfach,7075,Churwalden,081 382 12 60,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,,Postfach,7272,Davos Clavadel,081 414 42 22,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Promenade 147,Postfach,7260,Davos Dorf,081 416 14 14,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Promenade 56,Postfach,7270,Davos Platz,081 414 14 14,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Via Lucmagn 26,Postfach,7180,Disentis/Mustér,081 947 58 28,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Viamalazentrum / Neudorfstrasse 35,Postfach,7430,Thusis,081 632 31 31,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Vei d'Alvra 14,Postfach,7450,Tiefencastel,081 681 21 31,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Strässli 24,Postfach,7203,Trimmis,081 354 90 00,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Gemeindezentrum,Postfach,7014,Trin,081 635 14 14,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,,Postfach,7166,Trun,081 943 16 07,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Stoz,Postfach,7204,Untervaz,081 322 29 29,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Haus Isis A / Poststrasse,Postfach,7132,Vals,081 935 14 44,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Bahnhofstrasse 34,Postfach,7302,Landquart,081 307 43 43,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Voa principala,Postfach,7078,Lenzerheide/Lai,081 385 23 23,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,,Postfach,7304,Maienfeld,081 300 47 67,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Löwengasse 205 / Plantahaus,Postfach,7208,Malans GR,081 322 50 28,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Plaz Cadruri,Postfach,7144,Vella,081 931 16 81,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Hauptstrasse 114 A,Postfach,7603,Vicosoprano,081 838 00 50,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Casa da Scola,Postfach,7149,Vrin,081 931 21 31,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,,Postfach,7158,Waltensburg/Vuorz,081 941 23 73,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Haus Freieck,Postfach,7494,Wiesen GR,081 404 16 16,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Via Sura 66,Postfach,7530,Zernez,081 856 11 92,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Poststrasse,Postfach,7050,Arosa,081 378 57 57,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Hauptstrasse 106,Postfach,7482,Bergün/Bravuogn,081 407 11 70,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Hauptstrasse,Postfach,7457,Bivio,081 684 54 44,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Plaz 1,Postfach,7402,Bonaduz,081 650 20 00,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Sentupada,Postfach,7165,Breil/Brigels,081 941 17 17,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Strada principale,Postfach,7743,Brusio,081 846 58 91,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Hauptstrasse,Postfach,7744,Campocologno,081 839 20 40,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,,Postfach,7608,Castasegna,081 822 14 88,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Torkelgasse 2,Postfach,7205,Zizers,081 300 01 00,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Via Maistra 35 A,Postfach,7524,Zuoz,081 851 35 15,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Chasa Cumünala,Casella postale,6563,Mesocco,091 831 15 55,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,,Postfach,7537,Müstair,081 858 52 85,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,,Postfach,7134,Obersaxen Meierhof,081 933 18 22,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,,Postfach,7243,Pany,081 332 25 35,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Via Maistra,Postfach,7504,Pontresina,081 842 81 81,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Via da Mez,Casella postale,7742,Poschiavo,081 844 31 33,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Via Nova 86,Postfach,7013,Domat/Ems,081 632 46 46,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Via Cantunala,Postfach,7153,Falera,081 921 30 33,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Taminserstrasse 6,Postfach,7012,Felsberg,081 252 21 28,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Chesa Arcada,Postfach,7477,Filisur,081 404 15 19,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Hauptstrasse,Postfach,7017,Flims Dorf,081 920 96 96,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,,Postfach 123,7018,Flims Waldhaus,081 911 18 44,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,,Postfach,7551,Ftan,081 864 03 43,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Strada Cantonale 27 B,Postfach,6537,Grono,091 827 11 30,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Hauptstrasse 22 A,Postfach,7214,Grüsch,081 325 15 18,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Sut Via,Postfach,7172,Rabius,081 943 19 17,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Via Baselgia 2,Postfach,7403,Rhäzüns,081 641 22 24,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Piazèta,Casella postale,6535,Roveredo GR,091 820 36 35,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,,Postfach,6565,S. Bernardino,091 835 70 70,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,,Postfach,7536,Sta. Maria im Münstertal,081 858 56 53,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Via Maistra 1,Postfach,7500,St. Moritz 1,081 837 02 02,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Via dal Bagn 1,Postfach,7500,St. Moritz 3 Bad,081 837 02 70,Schweiz,GRKBCH2270A
Graubündner Kantonalbank,Schmittenhaus,Postfach,7107,Safien Platz,081 630 60 00,Schweiz,GRKBCH2270A
GRB Glarner Regionalbank Genossenschaft,Bahnhofstrasse 25,Postfach,8762,Schwanden,055 647 34 50,Schweiz,RBABCH22807
GRB Glarner Regionalbank Genossenschaft,Bahnhofstrasse 25,Postfach,8762,Schwanden,055 647 34 50,Schweiz,RBABCH22807
GRB Glarner Regionalbank Genossenschaft,Dorfstrasse 44,,8767,Elm,055 642 61 37,Schweiz,RBABCH22807
GRB Glarner Regionalbank Genossenschaft,Sernftalstrasse 103,,8765,Engi,055 642 61 30,Schweiz,RBABCH22807
GRB Glarner Regionalbank Genossenschaft,Burgstrasse 16,Postfach,8750,Glarus,055 645 35 45,Schweiz,RBABCH22807
GRB Glarner Regionalbank Genossenschaft,Hauptstrasse 41A,,8867,Niederurnen,055 617 27 90,Schweiz,RBABCH22807
Habib Bank AG Zürich,Weinbergstrasse 59,Postfach 225,8042,Zürich,044 269 45 00,Schweiz,HBZUCHZZXXX
Habib Bank AG Zürich,Weinbergstrasse 59,Postfach 225,8042,Zürich,044 269 45 00,Schweiz,HBZUCHZZXXX
"HBL BANK UK LIMITED, London, Zurich Branch",Beckenhofstrasse 1,Postfach 189,8006,Zürich,044 365 34 34,Schweiz,HSBLCHZZXXX
"HBL BANK UK LIMITED, London, Zurich Branch",Beckenhofstrasse 1,Postfach 189,8006,Zürich,044 365 34 34,Schweiz,HSBLCHZZXXX
Helvetia Schweizerische Versicherungsgesellschaft AG,Dufourstrasse 40,,9001,St. Gallen,058 280 10 00,Schweiz,HELNCH22XXX
Helvetische Bank AG,Seefeldstrasse 215,,8008,Zürich,044 204 56 00,Schweiz,SFBFCH22XXX
Helvetische Bank AG,Seefeldstrasse 215,,8008,Zürich,044 204 56 00,Schweiz,SFBFCH22XXX
Hottinger AG,Hottingerstrasse 21,,8024,Zürich,044 265 88 51,Schweiz,JHOTCHZZXXX
"HSBC Bank plc, London, Zweigniederlassung Zürich",Bederstrasse 49,,8002,Zürich,044 289 23 50,Schweiz,HSBCCHZZXXX
"HSBC Bank plc, London, Zweigniederlassung Zürich",Bederstrasse 49,,8002,Zürich,044 289 23 50,Schweiz,HSBCCHZZXXX
HSBC Private Bank (Suisse) SA,Quai Général-Guisan 2,Case postale 2888,1211,Genève 1,022 705 55 55,Schweiz,BLICCHGGXXX
HSBC Private Bank (Suisse) SA,Quai Général-Guisan 2,Case postale 2888,1211,Genève 1,022 705 55 55,Schweiz,BLICCHGGXXX
"Hypo Vorarlberg Bank AG, Bregenz, Zweigniederl., St. Gallen",Bankgasse 1,Postfach,9004,St. Gallen,071 228 85 00,Schweiz,RBABCH22VLH
"Hypo Vorarlberg Bank AG, Bregenz, Zweigniederl., St. Gallen",Bankgasse 1,Postfach,9004,St. Gallen,071 228 85 00,Schweiz,RBABCH22VLH
Hyposwiss Private Bank Genève SA,"3, rue du Général-Dufour",Case postale 5611,1211,Genève 1,022 716 36 36,Schweiz,CCIECHGGXXX
Hyposwiss Private Bank Genève SA,"3, rue du Général-Dufour",Case postale 5611,1211,Genève 1,022 716 36 36,Schweiz,CCIECHGGXXX
Hypothekarbank Lenzburg AG,Bahnhofstrasse 2,Postfach,5600,Lenzburg 1,062 885 11 11,Schweiz,HYPLCH22XXX
Hypothekarbank Lenzburg AG,Bahnhofstrasse 2,Postfach,5600,Lenzburg 1,062 885 11 11,Schweiz,HYPLCH22XXX
Hypothekarbank Lenzburg AG,Postweg 1,Postfach,5034,Suhr,062 885 17 00,Schweiz,HYPLCH22XXX
Hypothekarbank Lenzburg AG,Hauptstrasse 40a,Postfach,5737,Menziken,062 885 11 90,Schweiz,HYPLCH22XXX
Hypothekarbank Lenzburg AG,Bahnhofstrasse 13,,5610,Wohlen,,Schweiz,HYPLCH22XXX
IBKR Financial Services AG,Gotthardstrasse 3,Postfach 254,6301,Zug,041 726 50 60,Schweiz,TMBECH22XXX
IBKR Financial Services AG,Gotthardstrasse 3,Postfach 254,6301,Zug,041 726 50 60,Schweiz,TMBECH22XXX
IG Bank S.A.,"42, rue du Rhône",,1204,Genève,022 888 10 40,Schweiz,IGBKCHGGXXX
InCore Bank AG,Wiesenstrasse 17,Postfach,8952,Schlieren,044 403 93 00,Schweiz,INCOCHZZXXX
InCore Bank AG,Wiesenstrasse 17,,8952,Schlieren,044 403 93 00,Schweiz,INCOCHZZXXX
Industrial and Commercial Bank of China Limited,Nüschelerstrasse 1,,8001,Zürich,058 909 55 88,Schweiz,ICBKCHZZXXX
Industrial and Commercial Bank of China Limited,Nüschelerstrasse 1,,8001,Zürich,058 909 55 88,Schweiz,ICBKCHZZXXX
"ING Bank N.V., Amsterdam, succursale de Lancy/Genève",Avenue de Morgines 10,,1213,Petit-Lancy,022 592 30 00,Schweiz,BBRUCHGTXXX
"ING Bank N.V., Amsterdam, succursale de Lancy/Genève",Avenue de Morgines 10,,1213,Petit-Lancy,022 592 30 00,Schweiz,BBRUCHGTXXX
Intesa Sanpaolo Private Bank (Suisse) Morval SA,Via Balestra 12,,6900,Lugano,091 260 82 82,Schweiz,SPCHCHGGXXX
Intesa Sanpaolo Private Bank (Suisse) Morval SA,,Case postale 339,1211,Genève 12,022 839 92 00,Schweiz,MORVCH22XXX
Intesa Sanpaolo Private Bank (Suisse) Morval SA,Via Balestra 12,,6900,Lugano,091 260 82 82,Schweiz,SPCHCHGGXXX
Investec Bank (Switzerland) AG,Löwenstrasse 29,Postfach,8022,Zürich,044 226 10 00,Schweiz,IVESCHZZXXX
Investec Bank (Switzerland) AG,Löwenstrasse 29,Postfach,8022,Zürich,044 226 10 00,Schweiz,IVESCHZZXXX
ISP Securities Ltd,Bellerivestrasse 45,Postfach,8034,Zürich,043 499 14 13,Schweiz,PLESCHZZXXX
J.P. Morgan (Suisse) SA,"8, rue de la Confédération",,1211,Genève 11,022 744 19 00,Schweiz,MGTCCHGGXXX
J.P. Morgan (Suisse) SA,"8, rue de la Confédération",,1211,Genève 11,022 744 19 00,Schweiz,MGTCCHGGXXX
JL Securities SA,Rue du Rhône 60,,1204,Genève,022 309 55 55,Schweiz,JLSECHGGXXX
JL Securities SA,Rue du Rhône 60,,1204,Genève,022 309 55 55,Schweiz,JLSECHGGXXX
"JPMorgan Chase Bank, National Association, Columbus",Dreikönigstrasse 37,Postfach 1849,8027,Zürich,044 206 81 11,Schweiz,CHASCHGXXXX
"JPMorgan Chase Bank, National Association, Columbus",Dreikönigstrasse 37,Postfach 1849,8027,Zürich,044 206 81 11,Schweiz,CHASCHGXXXX
Kaiser Partner Privatbank AG,Herrengasse 23,Postfach 725,9490,Vaduz,237 80 00,Schweiz,SERBLI22XXX
Kaiser Partner Privatbank AG,Herrengasse 23,Postfach 725,9490,Vaduz,237 80 00,Schweiz,SERBLI22XXX
LANDOLT & CIE SA,Chemin de Roseneck 6,Case postale 6739,1002,Lausanne,021 320 33 11,Schweiz,LANBCH2LXXX
LANDOLT & CIE SA,Chemin de Roseneck 6,Case postale 6739,1002,Lausanne,021 320 33 11,Schweiz,LANBCH2LXXX
Leihkasse Stammheim AG,Hauptstrasse 6,Postfach,8477,Oberstammheim,052 744 00 60,Schweiz,RBABCH22875
Leihkasse Stammheim AG,Hauptstrasse 6,Postfach,8477,Oberstammheim,052 744 00 60,Schweiz,RBABCH22875
Leonteq Securities AG,Europaallee 39,,8004,Zürich,058 800 10 00,Schweiz,EFGFCHZZXXX
LF FINANCE (SUISSE) SA,,Case postale 3667,1211,Genève 3,022 319 72 00,Schweiz,LFFSCHGGXXX
LF FINANCE (SUISSE) SA,,Case postale 3667,1211,Genève 3,022 319 72 00,Schweiz,LFFSCHGGXXX
LGT Bank (Schweiz) AG,Lange Gasse 15,Postfach,4002,Basel,061 277 56 00,Schweiz,BLFLCHBBXXX
LGT Bank (Schweiz) AG,Lange Gasse 15,Postfach,4002,Basel,061 277 56 00,Schweiz,BLFLCHBBXXX
LGT Bank (Schweiz) AG,Spitalgasse 2,,3011,Bern,031 326 73 10,Schweiz,BLFLCHBBXXX
